,0
0,126984.9222049499
1,150807.73287300803
2,181627.5264067199
3,182615.75279443702
4,213331.79989476307
5,179313.55522998804
6,164413.17530233215
7,169637.22106833037
8,182616.69443485216
9,118661.70768740117
10,187663.62665632326
11,103453.42027824803
12,108311.80658104515
13,163142.1357308893
14,146990.54814110612
15,365715.17314127716
16,254875.24799917062
17,301371.63400967047
18,279678.2214872159
19,439660.3590165111
20,288620.7144475207
21,215981.17405073173
22,171700.0797789717
23,173637.5437546647
24,168257.39981378536
25,198009.67129231853
26,343516.3324711642
27,247973.19931550766
28,191863.83334506702
29,184447.9593441261
30,196965.10108055768
31,116787.95417837558
32,178894.8666751165
33,282809.64209976146
34,295748.54469359125
35,215411.92306822276
36,197239.73556125615
37,156158.6281627891
38,156320.92671978765
39,149899.84564272154
40,169682.89093524878
41,164803.9419691297
42,309987.88912332786
43,231875.35497788325
44,209553.02313928044
45,184037.0425432496
46,213430.42659344853
47,198288.46047009405
48,172754.5862581875
49,147398.57033707816
50,149856.68889149718
51,167502.47617834582
52,168436.34169787116
53,165345.90687287058
54,155834.6337019355
55,175042.63511951483
56,142471.60538110966
57,146595.57589280794
58,207751.3258629227
59,137393.5545266252
60,144831.84506465466
61,174276.6415951317
62,108580.51042318901
63,124384.43949400932
64,128256.83446901309
65,128236.24364657
66,102509.7792007301
67,120758.48606574244
68,142011.61787448832
69,161252.9579200585
70,121475.67896387068
71,112610.56343373645
72,140357.9072255342
73,116809.37644519917
74,154092.09609878814
75,122521.84504584929
76,97174.63598427245
77,200533.71410253187
78,253965.7781557628
79,131018.07039491161
80,156127.05751190896
81,165370.91995144179
82,207924.11576656255
83,83342.23306477831
84,112168.31615663337
85,125185.68659410118
86,141828.27726975334
87,141163.25208832382
88,115897.66745648315
89,156841.64059095463
90,123681.29614696346
91,129452.63656052889
92,145268.28615489975
93,109427.54315918392
94,192913.92497807334
95,111908.86019488257
96,137656.32270358663
97,107211.15306022503
98,122757.376662045
99,147760.4839397091
100,156226.5345747752
101,120483.49476169496
102,122203.44216571863
103,160837.33228108243
104,154210.71416000964
105,204030.327913356
106,96481.40770444495
107,217859.77422597396
108,154996.27438628778
109,125434.27168883847
110,130244.1865767694
111,138199.13652825743
112,232456.42738605582
113,140289.02816706072
114,201370.90953372486
115,197572.7944778364
116,188591.71571641098
117,151300.51173145164
118,139127.678112907
119,201474.63538881543
120,133989.95062277032
121,129624.59355296269
122,314293.81922405143
123,234862.58491968285
124,141611.7188457904
125,82695.00090131385
126,111707.96736515521
127,145784.54803798525
128,107209.99564629722
129,134506.74805386833
130,103987.91074911453
131,124575.00703683375
132,124826.89910249293
133,135741.45212484294
134,131623.3961129113
135,236528.460070046
136,181216.2788351744
137,191386.1902897523
138,212732.96868527192
139,207432.2384464576
140,75537.18286188369
141,121847.68533144493
142,102190.54751899072
143,298750.1628907844
144,253079.64477477063
145,163035.89725529912
146,191068.71067947685
147,193365.2871742948
148,189755.0729546482
149,152486.795500643
150,146882.39187190446
151,160867.3967416811
152,157406.53361448587
153,120363.18480367225
154,86522.16961144016
155,86076.07492189767
156,93834.3760048341
157,122220.60793999974
158,131441.54250451396
159,159527.48508398503
160,141884.044135035
161,152261.13858116642
162,293927.65614964755
163,199676.25852797713
164,130595.36419285879
165,173707.6627558796
166,188719.69839129449
167,279870.98370386247
168,183994.11263004332
169,370100.17654018535
170,227616.27413548806
171,255638.58977740782
172,166735.53394967568
173,182781.6813596691
174,181327.42939715472
175,164279.49771317688
176,170402.3432498208
177,215638.42476467747
178,178755.6412192079
179,250809.4244825591
180,183218.23553783583
181,208936.77174988054
182,236307.93171223084
183,238525.93147552936
184,173527.44386377084
185,152089.1992632806
186,170031.41200826876
187,141336.82875597812
188,136069.47677189618
189,116549.55716659044
190,113847.18984773164
191,103455.55574472788
192,105040.14749415786
193,165279.08686197575
194,162219.03572026573
195,165454.80450182498
196,165722.0183231597
197,164984.0562618868
198,149488.87244387178
199,138584.9627386586
200,417614.22632122616
201,395061.9712514345
202,379570.79528851045
203,432803.734457499
204,315161.6399270007
205,336960.3088656642
206,365805.21576157346
207,325076.82776830974
208,307532.2424653442
209,345903.7000218469
210,244004.2151502226
211,444979.5842946398
212,287839.219843528
213,248881.4066524946
214,178282.98150788742
215,177175.48974603377
216,189469.2239877821
217,433448.33592968003
218,385161.3717099639
219,315182.1064904136
220,274037.0359442441
221,311660.80135739036
222,184653.09119536544
223,181852.02782273
224,174747.01234381009
225,181527.30518431918
226,167149.84197395266
227,191141.65837380977
228,196194.9326679854
229,184667.44053035934
230,168605.50386942492
231,286160.8500961766
232,167441.68860274053
233,183250.68210288382
234,175854.45442242752
235,263752.27407207567
236,175711.99068007126
237,337961.21175968146
238,299629.95323132275
239,230061.5211387295
240,265369.750243546
241,257403.5334859608
242,252671.09624236426
243,303813.72421683744
244,248074.30738696846
245,417164.6885692484
246,202076.34089863623
247,194561.84202040994
248,279756.85756347346
249,233963.20509925942
250,275394.1501422649
251,251634.1759707843
252,235736.1883430138
253,214543.04481710572
254,198523.29958783527
255,175212.77669863866
256,157295.81254046102
257,142360.2326912282
258,202640.5362536324
259,249284.98865836902
260,159604.17510803737
261,128326.77283457201
262,147933.30537010753
263,203165.46927300774
264,230428.53930656184
265,181183.04792039798
266,171550.81198005233
267,192478.2045019014
268,161034.43174121607
269,177224.72860342037
270,129686.1202399091
271,130541.33946049359
272,126460.58711053735
273,132672.9161457374
274,126104.23507840135
275,118131.8744925005
276,345118.6671938131
277,208342.30351883877
278,282094.9238266689
279,184303.2005276614
280,172039.57254333317
281,170014.1041797385
282,164561.26340720314
283,294559.30995679577
284,226637.65012441532
285,258443.95270961485
286,211676.0575929752
287,183453.26611344225
288,150622.12922772372
289,148730.10650966037
290,226388.0711064517
291,124030.44340141462
292,150658.8521696357
293,223231.5149113775
294,162131.9352925216
295,117304.7918379108
296,121584.17245048007
297,142851.03292034008
298,162400.6491874774
299,148626.0922192059
300,148292.17318428983
301,162683.6322815452
302,172088.36216983403
303,119871.27911299426
304,182436.96216780297
305,170068.5997484875
306,194727.09579347743
307,136999.3250975011
308,169768.5395051584
309,131569.23791175522
310,138809.54215058833
311,136373.95472367218
312,134418.34903153614
313,140879.83518583735
314,135882.761482016
315,128508.5086332907
316,117000.61597773082
317,129095.03851620769
318,119637.59867555829
319,184147.6887958599
320,135778.94247657823
321,96942.07548090113
322,123768.25172511468
323,97590.0367609363
324,120803.42730193384
325,130259.34007402803
326,159310.6214108519
327,66294.04221536276
328,116796.33383425241
329,86881.2278889059
330,194900.89913203917
331,151082.2410410874
332,147948.27920601855
333,140451.59463636967
334,137308.058036778
335,122853.44173259317
336,130880.57824562355
337,124008.1155104701
338,114506.68158811262
339,125593.61069031437
340,123164.90415091779
341,160877.79065718112
342,167108.8858625857
343,138596.3616742979
344,134843.17682279975
345,112292.88549975255
346,161715.25661601045
347,120640.44021268835
348,124535.47622052449
349,145861.47337106438
350,120164.13957068905
351,123847.93352486723
352,118333.54643017065
353,102165.68616872653
354,81274.54100689103
355,107775.76816669267
356,127166.64613804268
357,146881.2556358206
358,112545.31968506494
359,82211.85706589042
360,129793.42793896927
361,157080.53952098393
362,78429.43096119523
363,140252.6210676867
364,137498.9176409064
365,109081.43774560648
366,113828.48824222703
367,148213.904633315
368,126425.68983304898
369,159199.03764741347
370,165063.35604789254
371,130405.82685469609
372,159051.99998509057
373,127999.50026260718
374,168185.76589494926
375,142951.6684516
376,93860.21784153437
377,130415.81222973112
378,81949.08440714142
379,153463.02535913623
380,144869.38462624737
381,110196.83485258213
382,139020.68938188514
383,140435.59354629973
384,144656.78802340952
385,150616.59642699137
386,157740.22022734772
387,74405.18864877424
388,124944.181225495
389,132557.29152590368
390,154772.9740765987
391,128886.9431102404
392,131928.3908193745
393,169381.82604891097
394,152027.93826721513
395,213310.17045778356
396,157104.4868071577
397,149037.0340825442
398,148398.56586733708
399,149742.98041210367
400,148247.75755524976
401,294413.7757102851
402,291384.2973700813
403,291384.2973700813
404,323026.54331688763
405,328343.31290635123
406,245657.4755049442
407,325731.2454953758
408,188215.8977722345
409,261488.4476578216
410,271556.6675296922
411,172210.4268663326
412,216844.48491853304
413,133500.11708722633
414,201423.38556726565
415,193588.5134396472
416,204271.15387128582
417,208894.83263059641
418,130185.04897127807
419,136603.86739570237
420,230250.51686661248
421,260619.02392145497
422,200661.9213223778
423,212609.80193905623
424,268414.9399805808
425,313570.97126594104
426,195943.6003983034
427,292129.7370361647
428,163099.82496236026
429,132608.62394424697
430,145476.882370048
431,109388.48567030778
432,141626.88376327488
433,134592.68839524753
434,157079.08104432677
435,120075.33225065097
436,120530.4461850808
437,105814.02815426003
438,129696.4242125383
439,139666.86325162835
440,180542.9769275952
441,145348.81408198611
442,225263.18474257534
443,131896.10937985688
444,185132.12614991394
445,166337.97352259883
446,216830.3960237658
447,131845.30403839197
448,142933.51774698173
449,141589.35161069717
450,196869.47498052576
451,250069.97642289803
452,132169.88721190635
453,81917.6579371648
454,319412.90597894444
455,89294.03185455078
456,262579.27797464794
457,131805.24864954705
458,157147.29726413693
459,152542.63867799807
460,402611.13154837384
461,331771.99425256555
462,190720.50699730817
463,210449.69525951092
464,217903.9880157184
465,379601.3555043741
466,134200.04317570693
467,152223.7852840589
468,121635.33967423001
469,133293.32943025022
470,134632.75086874643
471,139759.73040987967
472,164805.7009798019
473,185801.40571841554
474,173953.56359650992
475,188136.64427403905
476,182203.82556863464
477,164999.93209606135
478,256909.80433404364
479,213221.23790409337
480,180515.45040266655
481,188804.95205720625
482,207792.11888328244
483,318883.9708103542
484,362299.98825217923
485,175751.40328722697
486,309418.9210518537
487,178846.58456876036
488,226799.16760034557
489,179163.90257686973
490,264713.5864600402
491,228629.98509246984
492,161023.72499463512
493,213131.51271144822
494,129926.56813622448
495,285585.0007748024
496,168499.69028291057
497,294770.8918665819
498,145815.61176832145
499,111496.0212584529
500,125431.76956267265
501,105277.27091744986
502,109765.96344929728
503,113336.62236899482
504,163842.69610052952
505,161505.39952716467
506,296969.447599622
507,416939.7958103516
508,374972.30723713594
509,429382.6473841976
510,425254.71179579175
511,353256.65037749463
512,260749.82633584968
513,319872.79994435684
514,427924.9020624055
515,273730.1175878113
516,358948.57971429697
517,364920.12636836
518,306180.3506562319
519,186267.90616570684
520,330411.3908460357
521,227766.9909130525
522,220408.70764016226
523,184809.44612347733
524,201718.78101960025
525,213002.15144245516
526,180525.9159448301
527,176293.25235054202
528,192019.72022741963
529,212559.16776135605
530,189004.8251451508
531,208784.06201164264
532,176759.19685321834
533,251227.1688325309
534,189664.259247789
535,257628.1780568815
536,327576.36697212735
537,330886.5036251197
538,249547.6679124538
539,294380.2777678201
540,251417.45637203113
541,231579.02779116158
542,252935.5782187593
543,255652.63521098506
544,251707.737846197
545,236796.79406843343
546,251558.11714718735
547,187783.43042652958
548,181053.30289902515
549,196677.83554931087
550,149128.17705037966
551,181576.64723862577
552,180671.25725547707
553,183358.17163156474
554,197566.7491623437
555,183710.39550284567
556,201407.87241455785
557,123435.87088268535
558,125774.79063709505
559,125296.88792511058
560,119517.624275363
561,179106.90591794602
562,148877.82683541442
563,205920.94042804735
564,362336.71794590855
565,186558.57503619674
566,146798.01199316647
567,161771.8102290759
568,169724.3182304344
569,270468.2098178771
570,269956.50622408895
571,283495.7926337286
572,267617.53262595466
573,159901.6147034386
574,207210.64744435233
575,200671.3512338792
576,209546.78757422813
577,300244.53352878656
578,222986.98220021382
579,382401.43180270796
580,264666.3282660326
581,207277.13467587315
582,172915.37874995946
583,181302.7308442309
584,215089.7351836265
585,140805.45265219803
586,158946.56170852753
587,130907.44885111979
588,142298.9978805063
589,191472.22884804956
590,111560.99479803524
591,140407.51254786015
592,138501.1840920327
593,87855.23676903939
594,159214.98430635018
595,117946.0930548149
596,130593.08800335355
597,196263.49999396465
598,139194.56539341924
599,154907.0884654395
600,183296.44858632926
601,137320.68978454848
602,115585.40951700696
603,137561.91957308413
604,132640.38803628203
605,176066.08180904575
606,131463.1451720331
607,144204.08494465236
608,98383.549753657
609,112737.73260449685
610,89048.27652976713
611,136024.9793010643
612,135871.397230054
613,168312.17454599432
614,141075.1547083716
615,125811.96941402576
616,141993.00213253015
617,132238.49517996068
618,132242.6905985651
619,116801.69951493182
620,125034.75955344526
621,130491.92677119335
622,147652.57922403782
623,115408.00270205626
624,129006.72891866877
625,130829.04488220002
626,120645.4958394537
627,111714.85645166584
628,103467.16396991102
629,128731.94645709232
630,120945.41365864388
631,132195.24522209205
632,142585.57245277028
633,130601.69482312113
634,156584.2830880061
635,103196.38492186453
636,103296.4806230729
637,147539.91583941496
638,81063.96980269648
639,123740.21511131756
640,131245.62778791503
641,146220.68965569985
642,108654.61108838694
643,147498.99722738023
644,123505.62461521642
645,101089.17181634197
646,246567.30786239266
647,123351.29198347144
648,114448.28233420671
649,124234.74065515731
650,182254.1857747426
651,146838.09427438572
652,114673.63693079325
653,108829.90289636269
654,161006.21402448774
655,118897.89410493741
656,156078.2556790887
657,117058.4072859584
658,109588.33936855727
659,108214.68035667567
660,119318.1479898543
661,104357.1696300215
662,102797.34706407035
663,188322.51388074152
664,142722.4029978403
665,172021.5103683775
666,158259.4048551365
667,137867.79833530763
668,115676.74110249848
669,154520.76622526709
670,164461.73122318255
671,122206.4031016731
672,126401.82122320741
673,117147.34751631577
674,111852.8408210221
675,94391.44513184579
676,120707.51043623796
677,138674.08135192367
678,150565.42671887577
679,129845.87555532703
680,140435.59354629973
681,136222.3577945239
682,145199.3192141493
683,134633.34042499028
684,127446.33874678124
685,147497.0479559089
686,179340.53907168857
687,124920.57482667419
688,133715.148458116
689,215332.88831032746
690,142355.99937144166
691,176214.4251764028
692,158395.59607130138
693,119708.55873033855
694,122438.73993090155
695,220855.1829387757
696,225189.42928775866
697,231254.7939026478
698,216622.26686994891
699,171064.02023541453
700,250161.18456948246
701,358957.30135756865
702,330767.9402207526
703,252702.4001534408
704,187248.39407620986
705,140801.7065509503
706,200190.6404046698
707,204813.19919001605
708,194346.6617292383
709,210859.67171178173
710,143890.26864213016
711,143195.90168496224
712,166180.10358933546
713,247078.82018606595
714,295117.8724363584
715,329648.3387798673
716,256888.43212933603
717,233627.72215516615
718,141769.89858304532
719,212043.6369856317
720,194517.24037735935
721,221053.17955667316
722,190831.79394670657
723,137558.95941199563
724,134705.01085943385
725,149732.92724902387
726,150718.97760057784
727,155606.44185130455
728,173650.05462957613
729,96053.80765462443
730,97714.29387693733
731,93388.47714060354
732,107829.83395121768
733,105666.29294934582
734,111881.7090629306
735,108379.37400450947
736,105627.92439077454
737,172628.1064970763
738,163822.4476364121
739,123661.59776353942
740,131817.427708322
741,222489.96458960738
742,173320.3208224163
743,168572.96740951086
744,116566.35962847326
745,136259.5795341355
746,222211.62260743388
747,216679.9237241816
748,210542.1854128002
749,133708.13504203217
750,112811.19805363398
751,111767.86478032863
752,108912.0526481875
753,148222.8399219826
754,108248.3413868607
755,152264.7103637222
756,95503.09466415919
757,94498.49672088189
758,85345.11332171012
759,89134.40809040742
760,317373.648181505
761,231160.00209282956
762,258866.34064143643
763,213886.91255877336
764,154475.42252992606
765,176551.24446194578
766,203655.30520391074
767,291411.8030372185
768,243899.68156566448
769,152696.92700749234
770,203414.93601532624
771,183333.52832572046
772,169068.8393886015
773,263927.1085732165
774,189262.9834085985
775,284552.2616060824
776,355717.3092354795
777,195685.3228795023
778,126020.52287132328
779,163039.69993799675
780,147874.5127131228
781,142392.0679846934
782,142702.43643888796
783,95008.38668211765
784,94926.82413879367
785,142325.1547426351
786,102816.20686240193
787,120895.7766954255
788,121830.60602400938
789,136541.60520093652
790,147321.29286494612
791,182944.9269522917
792,154981.07068983224
793,177883.25341729046
794,188960.22011166773
795,189585.2184613624
796,194151.25345854217
797,177470.45201436887
798,177417.6576709807
799,153461.3086964109
800,199388.6226066678
801,221486.29719043002
802,331563.1365176278
803,407327.2786836282
804,179307.86137905647
805,288268.6543992302
806,361066.2678918013
807,369958.1538072739
808,169025.0895751785
809,182211.27538712093
810,230852.3706512488
811,200936.70234407645
812,160156.0594112851
813,167024.0231312856
814,177541.68051892656
815,174680.70584801794
816,183033.54396845232
817,153232.8911769056
818,119266.86183257893
819,110440.25140367037
820,172394.12457232448
821,174798.95620497927
822,104994.18671555325
823,111134.91455417627
824,154106.91512065113
825,128379.2039932489
826,328767.00403188
827,276857.4511015535
828,350753.8727362031
829,426112.18137210084
830,321420.3855528642
831,388494.08876568987
832,447431.48434499576
833,407469.56493139593
834,427990.95459461457
835,275210.5352915515
836,306401.2551961449
837,305189.21916719264
838,364782.27426216024
839,326002.82045862434
840,280823.8126231507
841,227484.00417858028
842,250376.51320592145
843,251107.10292547126
844,176803.79066781915
845,176803.79066781915
846,178172.71498382327
847,232203.6742840974
848,283838.9589164519
849,220408.70764016226
850,187211.41268585715
851,180385.41213394905
852,176994.30436059283
853,180176.58868004917
854,177488.86243654563
855,180782.6192102077
856,173184.11422199078
857,177007.86154256013
858,181684.09042356457
859,186650.9549091783
860,259758.37674971652
861,182517.68139684974
862,169384.67221601564
863,167923.2056961383
864,212905.76423384485
865,168354.74355760924
866,205174.32023675277
867,213702.2330257901
868,184853.27428107685
869,180257.83047859534
870,341637.35517687246
871,404160.4417826923
872,308627.7833082181
873,260407.5417887295
874,280871.43511701445
875,316003.5873101462
876,193853.4036601955
877,284720.9991788439
878,238504.2748430567
879,386195.610289971
880,212450.47082492046
881,243020.5013737376
882,214018.4855812518
883,221318.62431596947
884,249521.0060738992
885,236796.79406843343
886,191019.9431359405
887,239340.73011220046
888,157718.4629611611
889,287090.61447071115
890,246709.6307925563
891,251385.1324049495
892,202230.29655313914
893,129959.9429777349
894,146511.3603892842
895,147125.82354451742
896,201271.06771736554
897,188102.3312988831
898,125863.25511964365
899,121976.86384009237
900,139828.12155088416
901,277430.19364992314
902,142716.8256809807
903,149269.50246115003
904,225450.64633185844
905,202758.05598961763
906,227915.6431838898
907,197881.7112078264
908,231291.1366175987
909,169821.79784640518
910,168973.57647454028
911,171907.271954877
912,286957.90659408504
913,300368.5975208244
914,236702.41513975218
915,283593.3297137194
916,358396.53410869907
917,141952.4575239685
918,190797.97215450698
919,146106.37463585444
920,161188.58295784667
921,199141.6926188732
922,209711.3864077813
923,229001.50640316718
924,149730.71266908504
925,139715.87728695775
926,130508.07668188857
927,117514.50904437805
928,128573.89005765936
929,136327.22490538654
930,135210.17206784926
931,118598.5293693156
932,167368.68415448815
933,146232.94644133464
934,181138.295591913
935,145420.78530153024
936,197311.0204179517
937,122807.71914409108
938,69998.05829641149
939,64232.69108017691
940,113094.51632955551
941,133977.66237059605
942,141611.82295738152
943,138368.89988597657
944,157030.11177275033
945,129669.71420415524
946,129335.13931848307
947,139992.04561904172
948,130275.78218123455
949,175270.51906536057
950,124879.88558772985
951,149315.95471408186
952,137229.24207343443
953,127263.25418221763
954,139217.5299520562
955,134011.10792896317
956,129614.540693353
957,117252.08936814271
958,131516.72490150214
959,124985.79719640476
960,148421.8670475637
961,122259.0966676221
962,121504.58413069835
963,143479.08253723494
964,170097.458941748
965,128108.71331873152
966,128055.8396331757
967,175977.7271005712
968,118804.64763892202
969,128896.65025961753
970,125212.76518771693
971,132642.12914783804
972,138567.88316318436
973,141666.80452485962
974,145142.92340084887
975,112597.16127298547
976,116425.89560206003
977,123728.25682601478
978,120330.4093986222
979,130582.31521485692
980,117556.71888629573
981,109066.70990830475
982,116223.63108145751
983,119221.83557228882
984,99189.54407393068
985,123936.7156885289
986,215878.31067477667
987,147320.69943558972
988,116730.97820181998
989,160721.06157592946
990,114676.02615422307
991,216387.9986764194
992,102890.87206760995
993,112302.02899808878
994,113143.90469661921
995,157565.75397753334
996,113396.08593411412
997,110344.82898137846
998,113384.48858209394
999,141442.36461799697
1000,112815.53729162179
1001,128712.2016301443
1002,119415.4576030575
1003,167559.6185233918
1004,133604.788871879
1005,121981.98318156511
1006,156403.90922570732
1007,107403.23621778225
1008,112926.47398004781
1009,188890.77163211122
1010,175273.9418636394
1011,183556.36971963206
1012,116598.91738396218
1013,117723.26516503555
1014,225088.86519494827
1015,115323.139971985
1016,128025.67173533933
1017,159683.59148723268
1018,128323.46977606474
1019,134801.08876112598
1020,131388.43362474354
1021,128704.98881860069
1022,117981.87008381788
1023,130725.71533928375
1024,120478.07359821201
1025,146111.49525796878
1026,166487.9059440952
1027,147718.21528443554
1028,147970.14200516554
1029,139092.43841840024
1030,105058.33993787665
1031,190046.70895877286
1032,128380.39835061478
1033,177717.74490805648
1034,110072.82590543652
1035,209696.13990414067
1036,158932.8061278987
1037,119534.85110038616
1038,103120.31276425475
1039,128175.3419280266
1040,138021.24635499486
1041,157898.55795131112
1042,111704.04615886675
1043,190536.79472901695
1044,204964.90443477948
1045,250542.24014092435
1046,293507.2974741631
1047,251393.00845876618
1048,218136.20530076826
1049,243149.3033533892
1050,186358.178980298
1051,209407.88728010206
1052,211708.27165026296
1053,236165.2601413924
1054,144909.61637615674
1055,152852.71895537621
1056,129832.8085200875
1057,136730.02237959704
1058,214359.02716284548
1059,205320.1894824332
1060,200654.8946802812
1061,212237.2997277894
1062,134544.57421607315
1063,139579.3517389726
1064,140631.8785941965
1065,142989.53270791585
1066,122824.12335138049
1067,130850.41418091908
1068,130333.12636614432
1069,109117.73899898233
1070,232597.0765700669
1071,213964.6263940216
