Id,SalePrice
1461,116375.8159
1462,154137.5337
1463,179684.8708
1464,174164.8282
1465,170532.3947
1466,170760.5971
1467,149973.0551
1468,161159.0981
1469,155676.2583
1470,113669.1742
1471,162274.9188
1472,92507.83705
1473,87564.37068
1474,136785.391
1475,124207.3234
1476,386653.2584
1477,223369.7523
1478,288133.3183
1479,228233.3406
1480,408023.254
1481,267340.5689
1482,183915.9515
1483,136272.8739
1484,148428.4819
1485,169961.0988
1486,195021.8857
1487,351972.5837
1488,199680.134
1489,186593.2824
1490,182720.1215
1491,179363.9898
1492,72743.8032
1493,167711.5149
1494,238661.3273
1495,224423.5559
1496,182787.8168
1497,168974.1693
1498,151235.9922
1499,148488.1196
1500,135471.4852
1501,162578.0803
1502,144997.2674
1503,253166.2358
1504,196459.4859
1505,186603.6981
1506,151099.1316
1507,187190.0271
1508,186546.06
1509,148493.5755
1510,123719.9227
1511,124211.7722
1512,144052.1139
1513,146832.719
1514,162710.3673
1515,178822.9548
1516,151939.862
1517,148877.7098
1518,110699.7116
1519,191072.9489
1520,110931.6085
1521,128319.9726
1522,161510.5939
1523,91681.7654
1524,114202.9683
1525,99486.49708
1526,120211.222
1527,98304.76781
1528,132771.9318
1529,113255.1139
1530,160943.6695
1531,105132.6011
1532,86074.65854
1533,105883.8087
1534,107876.0282
1535,149208.8069
1536,94009.93516
1537,92833.85149
1538,175012.1058
1539,206428.6464
1540,106900.0441
1541,141613.0231
1542,144230.9929
1543,200272.9537
1544,57794.76281
1545,84450.9026
1546,107600.5772
1547,110145.7731
1548,124456.2424
1549,109504.425
1550,136806.1387
1551,92707.60957
1552,128613.1847
1553,162657.7919
1554,87981.9366
1555,183464.2074
1556,111005.6117
1557,104177.6589
1558,75655.90057
1559,100659.7182
1560,133413.8387
1561,129591.3013
1562,106405.4656
1563,107985.5412
1564,134947.6425
1565,146675.9482
1566,182874.1707
1567,62504.13901
1568,214168.2816
1569,131047.4955
1570,120174.6991
1571,128585.9725
1572,139172.7487
1573,179975.8058
1574,114608.239
1575,175698.1286
1576,204534.4819
1577,168715.814
1578,127193.8027
1579,126801.4175
1580,181285.8144
1581,139181.2809
1582,112015.511
1583,247346.1853
1584,215429.3756
1585,119697.0027
1586,64052.33693
1587,93003.87075
1588,134745.9983
1589,105301.0488
1590,108446.6528
1591,89821.87025
1592,103582.3546
1593,110515.8882
1594,120581.8473
1595,129741.8282
1596,202213.8896
1597,162882.2368
1598,186444.8423
1599,172380.2988
1600,166201.1324
1601,53003.61202
1602,116991.2966
1603,75160.49408
1604,219912.1545
1605,209668.2838
1606,147243.0444
1607,165761.3382
1608,200490.3053
1609,179851.357
1610,165062.6193
1611,131591.0373
1612,141118.1228
1613,145551.3976
1614,98525.79352
1615,73839.35931
1616,75989.52978
1617,76186.45284
1618,111860.4002
1619,125961.0452
1620,148706.8648
1621,139918.0843
1622,144048.7665
1623,203100.5109
1624,196201.6328
1625,109455.7626
1626,159113.9175
1627,172913.3157
1628,229220.5231
1629,181037.6211
1630,344229.1365
1631,189311.5076
1632,186707.5091
1633,165139.8288
1634,172072.059
1635,172080.768
1636,137208.5809
1637,162313.7538
1638,199442.8794
1639,167469.5977
1640,231752.5516
1641,172540.5718
1642,192510.8
1643,188300.074
1644,205558.5881
1645,165979.7128
1646,138106.7843
1647,152714.8543
1648,109006.0648
1649,110057.2203
1650,106095.9477
1651,113361.6957
1652,88979.57555
1653,87520.92834
1654,144899.2659
1655,136705.5184
1656,135557.1982
1657,144708.9626
1658,134921.9204
1659,122655.2937
1660,150118.2981
1661,397583.7667
1662,354403.1323
1663,354730.967
1664,380914.4001
1665,331420.5359
1666,240940.3908
1667,314587.5607
1668,327672.3291
1669,287607.3826
1670,320495.1322
1671,208480.4791
1672,404605.4702
1673,279116.1261
1674,209977.0191
1675,145574.7164
1676,132592.7209
1677,193643.3206
1678,387481.8631
1679,327256.2579
1680,341182.3342
1681,310283.5762
1682,246898.1429
1683,154253.2052
1684,178277.2721
1685,161412.6151
1686,145387.9988
1687,159581.3001
1688,184861.4105
1689,184811.3374
1690,185485.0943
1691,169093.5675
1692,255150.2341
1693,161664.5913
1694,171698.9207
1695,171477.9401
1696,229044.4418
1697,171940.6576
1698,340466.3783
1699,262872.2517
1700,214588.6685
1701,227377.2268
1702,226079.8177
1703,225757.6604
1704,220645.8069
1705,232984.2351
1706,371467.0237
1707,211791.7001
1708,186252.2114
1709,276904.1672
1710,197019.6892
1711,245701.2527
1712,225505.6018
1713,205832.844
1714,186921.5776
1715,180806.024
1716,157209.6586
1717,155051.5691
1718,111019.1867
1719,184469.4603
1720,207790.9041
1721,147543.6415
1722,108991.1632
1723,132991.4325
1724,192414.312
1725,216247.0334
1726,165354.4141
1727,134300.901
1728,178558.382
1729,151896.4493
1730,149183.0056
1731,100020.253
1732,119204.1196
1733,102746.6219
1734,99072.93343
1735,109894.8901
1736,97803.71907
1737,251964.1136
1738,194570.8908
1739,246222.8235
1740,171899.9793
1741,156606.3059
1742,168618.3871
1743,160391.725
1744,214351.1805
1745,187661.0107
1746,257087.0047
1747,207055.2911
1748,188788.0039
1749,135418.3407
1750,123096.0937
1751,231152.3594
1752,104537.4069
1753,117709.1269
1754,187021.7154
1755,145483.3653
1756,111359.0887
1757,101941.2372
1758,125755.9821
1759,163422.9863
1760,144591.2736
1761,134689.7449
1762,151438.2847
1763,161240.9749
1764,100230.8778
1765,153846.764
1766,158458.0566
1767,175744.4882
1768,124951.8943
1769,150883.5203
1770,118669.804
1771,110706.5991
1772,115028.1435
1773,109116.8371
1774,103635.8624
1775,104126.5502
1776,120417.9341
1777,88999.84522
1778,108428.3923
1779,105526.0893
1780,182304.6028
1781,103384.1698
1782,72153.52337
1783,128942.7361
1784,85904.98945
1785,88359.28228
1786,127754.9128
1787,141563.6039
1788,47393.54129
1789,88723.17304
1790,70114.4065
1791,142584.2541
1792,127573.6186
1793,135445.0756
1794,126344.9315
1795,123322.437
1796,104585.4954
1797,121309.0736
1798,99357.53065
1799,100691.4621
1800,113240.9977
1801,129630.6591
1802,147964.1028
1803,138690.5547
1804,130808.5517
1805,119102.6085
1806,106223.7053
1807,133986.5462
1808,113330.2702
1809,115818.483
1810,136862.2549
1811,99846.99453
1812,109541.8814
1813,99292.34884
1814,70125.73358
1815,52026.33992
1816,83337.50904
1817,106647.9382
1818,119150.7806
1819,89352.66828
1820,66227.30375
1821,85034.94209
1822,146401.778
1823,53712.97809
1824,119242.1457
1825,144490.4354
1826,95135.84934
1827,94200.38554
1828,135206.4181
1829,100393.358
1830,127403.9584
1831,154102.7322
1832,107409.3618
1833,133711.6318
1834,115591.9736
1835,143865.9557
1836,109332.4683
1837,73019.29437
1838,121844.3194
1839,62760.86658
1840,144430.2755
1841,134696.0664
1842,97673.37801
1843,132162.7605
1844,124714.8193
1845,153611.3189
1846,139800.8093
1847,148054.3116
1848,48657.93672
1849,117684.1588
1850,107107.987
1851,141562.7047
1852,119961.0746
1853,107996.8591
1854,154539.6489
1855,124591.2268
1856,199162.0558
1857,164266.112
1858,131543.8153
1859,111496.5374
1860,128066.6586
1861,112319.5667
1862,250753.5616
1863,246655.1603
1864,246655.1603
1865,305252.8772
1866,310298.2486
1867,217427.0447
1868,241227.0543
1869,173026.3383
1870,208295.6629
1871,222984.7418
1872,167787.7898
1873,193511.2781
1874,119379.8197
1875,183631.591
1876,189263.9443
1877,177089.4026
1878,173704.1758
1879,119378.2627
1880,124465.6937
1881,192853.1172
1882,217590.8345
1883,182351.3742
1884,186561.7002
1885,203613.0569
1886,236660.1207
1887,173296.2969
1888,211938.2093
1889,160443.5131
1890,116571.8984
1891,124487.7253
1892,89649.87045
1893,117361.7211
1894,114485.9882
1895,147209.0356
1896,106697.5048
1897,95906.21246
1898,93886.12317
1899,120076.3349
1900,127177.3611
1901,187851.0032
1902,147837.4594
1903,200559.5468
1904,107920.496
1905,172218.9735
1906,153881.2836
1907,206565.1671
1908,102800.8263
1909,108091.2722
1910,101432.0547
1911,201585.8244
1912,260572.6311
1913,133649.2597
1914,64606.81146
1915,249680.0876
1916,57511.12828
1917,223561.1851
1918,134157.7457
1919,144033.4482
1920,136119.174
1921,365101.234
1922,368520.7129
1923,191592.8391
1924,185403.3643
1925,219677.8305
1926,333253.425
1927,122612.8511
1928,156988.2425
1929,107349.872
1930,134067.6759
1931,137499.4867
1932,137146.2941
1933,165505.0804
1934,168167.3456
1935,171992.9594
1936,173774.6819
1937,170661.7641
1938,153795.7196
1939,232137.1564
1940,168738.6517
1941,164870.5829
1942,182580.0095
1943,163160.3029
1944,284348.0874
1945,314393.5655
1946,159881.0134
1947,318651.4028
1948,161062.6749
1949,196841.7067
1950,161215.6269
1951,220385.7811
1952,202864.122
1953,143198.5384
1954,181681.1681
1955,113496.1649
1956,236336.5569
1957,140819.5454
1958,229270.7758
1959,120867.7964
1960,99686.82833
1961,108020.2918
1962,87480.02608
1963,100273.195
1964,97905.04078
1965,127064.9832
1966,138222.5033
1967,244745.0027
1968,361649.688
1969,340953.3528
1970,389471.9085
1971,463952.4762
1972,319417.213
1973,235544.9938
1974,273777.2033
1975,433003.5805
1976,211705.5555
1977,350692.3975
1978,357782.4354
1979,287771.2409
1980,163527.7815
1981,317954.3659
1982,189165.2822
1983,179820.6312
1984,160718.282
1985,164688.2725
1986,172285.8016
1987,148548.6929
1988,165380.7363
1989,187563.0744
1990,215876.4016
1991,186838.2966
1992,200958.458
1993,179158.5349
1994,235135.7589
1995,179006.3609
1996,226844.2394
1997,309628.2703
1998,253656.9785
1999,240687.0002
2000,259203.6113
2001,227738.8402
2002,190413.2813
2003,217028.5587
2004,216971.7785
2005,226144.052
2006,207126.8865
2007,218716.5294
2008,185316.0657
2009,169333.6848
2010,181496.9262
2011,125884.929
2012,166797.874
2013,176089.4602
2014,173445.3731
2015,188161.7802
2016,173862.3966
2017,185991.2275
2018,99813.81866
2019,116677.4361
2020,98612.81645
2021,97021.16647
2022,177480.0266
2023,137683.0034
2024,205245.628
2025,338294.3323
2026,154489.7289
2027,135147.8442
2028,148032.8522
2029,174924.7212
2030,255556.3219
2031,284835.708
2032,289952.3957
2033,252334.3571
2034,148224.548
2035,188529.0812
2036,183189.3324
2037,182255.2771
2038,306139.187
2039,196537.8819
2040,341612.0808
2041,213158.1017
2042,191346.4961
2043,154691.1882
2044,171693.7333
2045,183513.9876
2046,114829.1275
2047,134375.4144
2048,122220.8056
2049,120681.3182
2050,184296.6737
2051,101261.4655
2052,115479.1769
2053,139542.8481
2054,52594.30064
2055,130084.6548
2056,112009.7062
2057,98492.44453
2058,212382.3212
2059,119902.0315
2060,149517.2431
2061,190558.6152
2062,125374.3021
2063,105127.0434
2064,112135.1449
2065,108927.0387
2066,161012.929
2067,124853.3806
2068,120765.7968
2069,78454.92795
2070,93739.71479
2071,74583.82745
2072,123825.2076
2073,125977.5247
2074,163041.3573
2075,133773.4696
2076,102312.8427
2077,113107.1908
2078,104874.4518
2079,104807.2667
2080,93243.20198
2081,100224.3879
2082,104666.2401
2083,111315.934
2084,89347.72234
2085,98255.65296
2086,130865.1255
2087,109880.3371
2088,98568.31862
2089,75374.54307
2090,114517.532
2091,127102.6833
2092,123704.3066
2093,140012.2323
2094,114621.554
2095,141276.7815
2096,89249.22228
2097,91157.0547
2098,132836.9181
2099,49672.32924
2100,109540.9848
2101,134103.986
2102,130323.4728
2103,107018.8627
2104,113527.2674
2105,139895.6672
2106,81942.87588
2107,186186.8965
2108,101571.6808
2109,91807.4983
2110,116606.9212
2111,164980.8291
2112,127562.0833
2113,107724.9855
2114,104067.767
2115,142538.7707
2116,103116.0807
2117,138435.6772
2118,102559.1187
2119,76351.02284
2120,90482.59944
2121,79307.76135
2122,67580.33702
