Id,SalePrice
1461,125321.6254
1462,149222.4828
1463,184519.0318
1464,183854.2372
1465,213199.4886
1466,180458.6993
1467,165928.8142
1468,170854.5413
1469,183693.6947
1470,120064.6824
1471,186421.5395
1472,103020.6154
1473,108634.7525
1474,162792.5954
1475,147119.7751
1476,348941.5491
1477,252250.0354
1478,303899.0484
1479,274899.409
1480,416286.8964
1481,286052.2308
1482,215996.1431
1483,169968.808
1484,174947.571
1485,168919.6524
1486,194440.9539
1487,368005.4196
1488,248495.5326
1489,195310.9087
1490,187615.5763
1491,197690.7117
1492,114065.6206
1493,179011.2806
1494,280208.1511
1495,289496.2008
1496,216388.917
1497,197922.5544
1498,155206.7693
1499,155276.0031
1500,147281.6069
1501,173372.1914
1502,166406.703
1503,304226.2834
1504,232549.4524
1505,211149.5468
1506,181582.3229
1507,213471.6935
1508,198345.8286
1509,172496.3339
1510,148598.8997
1511,150949.7801
1512,170273.2417
1513,166159.0254
1514,169988.7385
1515,161507.3224
1516,173622.7676
1517,145468.4156
1518,144375.5851
1519,211324.1002
1520,138603.3868
1521,143873.5713
1522,171769.4581
1523,110395.5269
1524,120181.2288
1525,126884.4494
1526,127451.5781
1527,105818.863
1528,121758.405
1529,143159.8202
1530,163657.1684
1531,123873.988
1532,109614.7708
1533,136754.988
1534,116791.6411
1535,158563.9841
1536,121908.3048
1537,97030.16405
1538,205552.6596
1539,259827.1901
1540,131055.1023
1541,156940.0854
1542,167158.9115
1543,216436.1163
1544,85219.6479
1545,109650.2281
1546,123228.5624
1547,137055.4343
1548,136454.2744
1549,117472.101
1550,153811.4767
1551,122635.5667
1552,132381.2549
1553,151903.9131
1554,109207.3216
1555,188878.9428
1556,112438.2751
1557,130756.5627
1558,106437.8037
1559,121959.0827
1560,145932.3711
1561,155889.3128
1562,122358.0887
1563,120959.759
1564,155093.4788
1565,152304.2156
1566,206083.9014
1567,95640.70202
1568,220774.8313
1569,157365.8821
1570,124344.9462
1571,130805.7332
1572,141501.4984
1573,232245.6729
1574,141949.8965
1575,198799.5389
1576,199562.626
1577,192195.9398
1578,152831.6092
1579,138911.4721
1580,199802.7746
1581,135419.1087
1582,128240.9596
1583,314440.3551
1584,233907.0741
1585,141544.1545
1586,82758.68003
1587,109186.2067
1588,143724.8835
1589,109700.1663
1590,138484.9063
1591,103631.2196
1592,125973.766
1593,120827.4718
1594,132613.5756
1595,131667.6295
1596,233616.2565
1597,184972.3998
1598,192726.9743
1599,213449.6862
1600,203992.8544
1601,73955.99797
1602,120622.3175
1603,104665.9617
1604,300014.5424
1605,254774.0307
1606,160328.3073
1607,185007.9765
1608,198828.0801
1609,193724.7927
1610,153898.2944
1611,148527.2913
1612,162430.3362
1613,158506.8155
1614,119885.09
1615,88531.94537
1616,88494.33425
1617,95442.81805
1618,123482.2506
1619,133181.691
1620,164574.8404
1621,140245.3352
1622,149324.2083
1623,292168.0806
1624,202892.726
1625,128250.3614
1626,173584.9796
1627,189383.2176
1628,278453.1955
1629,183715.5497
1630,370305.2746
1631,223359.6367
1632,256515.047
1633,166419.863
1634,183498.9471
1635,180826.3707
1636,163204.9541
1637,170337.5172
1638,207720.4483
1639,179874.0898
1640,245065.4492
1641,188490.5994
1642,209704.6607
1643,231148.4847
1644,233764.8195
1645,174922.0241
1646,150852.6154
1647,168523.7394
1648,142233.8901
1649,137819.6779
1650,116888.1243
1651,117071.4434
1652,103060.4071
1653,104142.8415
1654,164571.2998
1655,162281.5324
1656,164085.2437
1657,165425.979
1658,163672.9826
1659,148721.4419
1660,140333.6314
1661,393789.9883
1662,370157.4252
1663,381143.9807
1664,431078.1001
1665,315637.205
1666,325930.0331
1667,352782.9149
1668,334897.8929
1669,306729.4413
1670,342680.9663
1671,237371.8713
1672,431183.6335
1673,290472.4443
1674,248120.5169
1675,173773.3078
